Latitude,Longitude,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
43.78,-79.47,2004-01-25,2004,1,25,,-8,,-25.5,,-16.8,,34.8,,0,,0,,0,T,0,T,12,,,,,
43.78,-79.47,2004-01-26,2004,1,26,,-10.5,,-20,,-15.3,,33.3,,0,,0,,9,,6.8,,11,,,,,
43.78,-79.47,2004-01-27,2004,1,27,,-4,,-14.5,,-9.3,,27.3,,0,,0,,8.6,,8.2,,19,,,,,
43.78,-79.47,2004-01-28,2004,1,28,,-5,,-9.5,,-7.3,,25.3,,0,,0,,0.6,,0.4,,24,,,,,
43.78,-79.47,2004-01-29,2004,1,29,,-8,,-12,,-10,,28,,0,,0,,0,T,0,T,21,,,,,
43.78,-79.47,2004-01-30,2004,1,30,,-6.5,,-12.5,,-9.5,,27.5,,0,,0,,3.6,,1.8,,20,,,,,
43.78,-79.47,2004-01-31,2004,1,31,,-5.5,,-16,,-10.8,,28.8,,0,,0,,0,T,0,T,19,,,,,
43.78,-79.47,2004-02-01,2004,2,1,,-2.5,,-16,,-9.3,,27.3,,0,,0,,0,,0,,15,,,,,
43.78,-79.47,2004-02-02,2004,2,2,,0.5,,-14,,-6.8,,24.8,,0,,0,T,2.8,,3.6,,14,,,,,
43.78,-79.47,2004-02-03,2004,2,3,,2,,-3,,-0.5,,18.5,,0,,0.4,,2.4,,4.8,,17,,,,,
43.78,-79.47,2004-02-04,2004,2,4,,-3,,-6.5,,-4.8,,22.8,,0,,0,,0,T,0,T,19,,,,,
43.78,-79.47,2004-02-05,2004,2,5,,-1,,-11.5,,-6.3,,24.3,,0,,0.4,,4.8,,7,,18,,,,,
43.78,-79.47,2004-02-06,2004,2,6,,2.5,,-5.5,,-1.5,,19.5,,0,,1,,1.4,,3.2,,22,,,,,
43.78,-79.47,2004-02-07,2004,2,7,,-5,,-7.5,,-6.3,,24.3,,0,,0,,0,T,0,T,21,,,,,
43.78,-79.47,2004-02-08,2004,2,8,,-2.5,,-17,,-9.8,,27.8,,0,,0,,0,,0,,21,,,,,
43.78,-79.47,2004-02-09,2004,2,9,,2.5,,-5.5,,-1.5,,19.5,,0,,0,,0,T,0,T,21,,,,,
43.78,-79.47,2004-02-10,2004,2,10,,0,,-2.5,,-1.3,,19.3,,0,,0,,0.4,,0.4,,19,,,,,
43.78,-79.47,2004-02-11,2004,2,11,,-3,,-7.5,,-5.3,,23.3,,0,,0,,0,T,0,T,18,,,,,
43.78,-79.47,2004-02-12,2004,2,12,,-1.5,,-4.5,,-3,,21,,0,,0,,0.4,,0.4,,18,,,,,
43.78,-79.47,2004-02-13,2004,2,13,,0.5,,-8,,-3.8,,21.8,,0,,0,,0,,0,,18,,,,,
43.78,-79.47,2004-02-14,2004,2,14,,-2.5,,-7.5,,-5,,23,,0,,0,,0.2,,0.2,,18,,,,,
43.78,-79.47,2004-02-15,2004,2,15,,-10.5,,-20,,-15.3,,33.3,,0,,0,,0,T,0,T,18,,,,,
43.78,-79.47,2004-02-16,2004,2,16,,-4.5,,-18,,-11.3,,29.3,,0,,0,,0,T,0,T,18,,,,,
43.78,-79.47,2004-02-17,2004,2,17,,-0.5,,-12,,-6.3,,24.3,,0,,0,,0,,0,,18,,,,,
43.78,-79.47,2004-02-18,2004,2,18,,0.5,,-7.5,,-3.5,,21.5,,0,,0,,0,,0,,17,,,,,
43.78,-79.47,2004-02-19,2004,2,19,,4.5,,-6,,-0.8,,18.8,,0,,0,,0.8,,0.8,,17,,,,,
43.78,-79.47,2004-02-20,2004,2,20,,2.5,,-1,,0.8,,17.2,,0,,4.2,,0,T,4.2,,18,,,,,
43.78,-79.47,2004-02-21,2004,2,21,,1.5,,-2,,-0.3,,18.3,,0,,0,,1.6,,1.4,,18,,,,,
43.78,-79.47,2004-02-22,2004,2,22,,3.5,,-3.5,,0,,18,,0,,0,,0,,0,,18,,,,,
43.78,-79.47,2004-02-23,2004,2,23,,0,,-8.5,,-4.3,,22.3,,0,,0,,7.6,,3.6,,17,,,,,
43.78,-79.47,2004-02-24,2004,2,24,,0,,-6,,-3,,21,,0,,0,,0.2,,0.2,,21,,,,,
43.78,-79.47,2004-02-25,2004,2,25,,3.5,,-7,,-1.8,,19.8,,0,,0,,0,,0,,20,,,,,
43.78,-79.47,2004-02-26,2004,2,26,,2.5,,-8,,-2.8,,20.8,,0,,0,,0,,0,,17,,,,,
43.78,-79.47,2004-02-27,2004,2,27,,8,,-10,,-1,,19,,0,,0,,0,,0,,16,,,,,
43.78,-79.47,2004-02-28,2004,2,28,,8.5,,-8.5,,0,,18,,0,,0,,0,,0,,16,,,,,
43.78,-79.47,2004-02-29,2004,2,29,,11.5,,-4,,3.8,,14.2,,0,,0,,0,,0,,16,,,,,
43.78,-79.47,2004-03-01,2004,3,1,,8,,-2,,3,,15,,0,,3,,0,,3,,14,,,,,
43.78,-79.47,2004-03-02,2004,3,2,,8.5,,4.5,,6.5,,11.5,,0,,0,T,0,,0,T,9,,,,,
43.78,-79.47,2004-03-03,2004,3,3,,5.5,,2.5,,4,,14,,0,,0.4,,0,,0.4,,1,,,,,
43.78,-79.47,2004-03-04,2004,3,4,,7.5,,-0.5,,3.5,,14.5,,0,,5,,0,,5,,0,T,,,,
43.78,-79.47,2004-03-05,2004,3,5,,18.5,,2,,10.3,,7.7,,0,,11,,0,,11,,0,,,,,
43.78,-79.47,2004-03-06,2004,3,6,,4,,1.5,,2.8,,15.2,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2004-03-07,2004,3,7,,0.5,,-2,,-0.8,,18.8,,0,,0,,6.4,,4.2,,0,,,,,
43.78,-79.47,2004-03-08,2004,3,8,,1.5,,-2.5,,-0.5,,18.5,,0,,0,,0,T,0,T,4,,,,,
43.78,-79.47,2004-03-09,2004,3,9,,3.5,,-5.5,,-1,,19,,0,,0,,0,T,0,T,0,T,,,,
43.78,-79.47,2004-03-10,2004,3,10,,6,,-7.5,,-0.8,,18.8,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-03-11,2004,3,11,,6.5,,-5,,0.8,,17.2,,0,,1.6,,0,T,1.6,,0,,,,,
43.78,-79.47,2004-03-12,2004,3,12,,-0.5,,-5,,-2.8,,20.8,,0,,0,,1.2,,1.1,,0,T,,,,
43.78,-79.47,2004-03-13,2004,3,13,,2,,-10.5,,-4.3,,22.3,,0,,0,,0,,0,,1,,,,,
43.78,-79.47,2004-03-14,2004,3,14,,4.5,,-4,,0.3,,17.7,,0,,2.9,,0,T,2.9,,0,,,,,
43.78,-79.47,2004-03-15,2004,3,15,,3,,-0.5,,1.3,,16.7,,0,,0,,0,T,0,T,0,T,,,,
43.78,-79.47,2004-03-16,2004,3,16,,-3,,-5,,-4,,22,,0,,0,,2.4,,3,,0,,,,,
43.78,-79.47,2004-03-17,2004,3,17,,-1.5,,-8.5,,-5,,23,,0,,0,,0.4,,0.2,,2,,,,,
43.78,-79.47,2004-03-18,2004,3,18,,1,,-7,,-3,,21,,0,,0,,0,T,0,T,0,T,,,,
43.78,-79.47,2004-03-19,2004,3,19,,5.5,,-8,,-1.3,,19.3,,0,,0,,1,,1.2,,0,,,,,
43.78,-79.47,2004-03-20,2004,3,20,,5.5,,-0.5,,2.5,,15.5,,0,,5.5,,0.2,,5.7,,1,,,,,
43.78,-79.47,2004-03-21,2004,3,21,,-2,,-5.5,,-3.8,,21.8,,0,,0,,0,T,0,T,0,T,,,,
43.78,-79.47,2004-03-22,2004,3,22,,-1.5,,-11,,-6.3,,24.3,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2004-03-23,2004,3,23,,3.5,,-5,,-0.8,,18.8,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2004-03-24,2004,3,24,,8.5,,-2.5,,3,,15,,0,,2.6,,0,,2.6,,0,,,,,
43.78,-79.47,2004-03-25,2004,3,25,,16.5,,4,,10.3,,7.7,,0,,2.8,,0,,2.8,,0,,,,,
43.78,-79.47,2004-03-26,2004,3,26,,16.5,,9,,12.8,,5.2,,0,,2.9,,0,,2.9,,0,,,,,
43.78,-79.47,2004-03-27,2004,3,27,,9,,5,,7,,11,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-03-28,2004,3,28,,11,,4,,7.5,,10.5,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-03-29,2004,3,29,,15.5,,1.5,,8.5,,9.5,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-03-30,2004,3,30,,9,,6,,7.5,,10.5,,0,,8.4,,0,,8.4,,0,,,,,
43.78,-79.47,2004-03-31,2004,3,31,,7,,4.5,,5.8,,12.2,,0,,3.2,,0,,3.2,,0,,,,,
43.78,-79.47,2004-04-01,2004,4,1,,6.5,,2,,4.3,,13.7,,0,,3.6,,0,,3.6,,0,,,,,
43.78,-79.47,2004-04-02,2004,4,2,,8,,5,,6.5,,11.5,,0,,1.6,,0,,1.6,,0,,,,,
43.78,-79.47,2004-04-03,2004,4,3,,9.5,,3,,6.3,,11.7,,0,,9.6,,0,T,9.6,,0,,,,,
43.78,-79.47,2004-04-04,2004,4,4,,-1,,-4.5,,-2.8,,20.8,,0,,0,,0.6,,0.4,,0,T,,,,
43.78,-79.47,2004-04-05,2004,4,5,,1.5,,-7.5,,-3,,21,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-06,2004,4,6,,9,,-7,,1,,17,,0,,3.8,,0,,3.8,,0,,,,,
43.78,-79.47,2004-04-07,2004,4,7,,8.5,,1.5,,5,,13,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-08,2004,4,8,,13,,-2,,5.5,,12.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-09,2004,4,9,,12,,-0.5,,5.8,,12.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-10,2004,4,10,,10,,0.5,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-11,2004,4,11,,8.5,,-2,,3.3,,14.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-12,2004,4,12,,9.5,,-3,,3.3,,14.7,,0,,8.6,,0.2,,8.8,,0,,,,,
43.78,-79.47,2004-04-13,2004,4,13,,4,,0,,2,,16,,0,,4.8,,0,,4.8,,0,,,,,
43.78,-79.47,2004-04-14,2004,4,14,,12.5,,1,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-15,2004,4,15,,12,,-2,,5,,13,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-16,2004,4,16,,14.5,,-1,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-17,2004,4,17,,18,,3.5,,10.8,,7.2,,0,,8,,0,,8,,0,,,,,
43.78,-79.47,2004-04-18,2004,4,18,,19.5,,5,,12.3,,5.7,,0,,9,,0,,9,,0,,,,,
43.78,-79.47,2004-04-19,2004,4,19,,25,,7.5,,16.3,,1.7,,0,,0.6,,0,,0.6,,0,,,,,
43.78,-79.47,2004-04-20,2004,4,20,,10.5,,0.5,,5.5,,12.5,,0,,1.2,,0,,1.2,,0,,,,,
43.78,-79.47,2004-04-21,2004,4,21,,19.5,,4,,11.8,,6.2,,0,,18,,0,,18,,0,,,,,
43.78,-79.47,2004-04-22,2004,4,22,,14.5,,7,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-23,2004,4,23,,13,,5,,9,,9,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-24,2004,4,24,,13,,4,,8.5,,9.5,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-04-25,2004,4,25,,9,,1.5,E,5.3,E,12.7,E,0,E,5.8,,0,,5.8,,0,,,,,
43.78,-79.47,2004-04-26,2004,4,26,,15.5,,4.5,E,10,E,8,E,0,E,1.8,,0,,1.8,,0,,,,,
43.78,-79.47,2004-04-27,2004,4,27,,6,,3,,4.5,,13.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-28,2004,4,28,,15,,-3.5,,5.8,,12.2,,0,,1.2,,0,,1.2,,0,,,,,
43.78,-79.47,2004-04-29,2004,4,29,,24.5,,5,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-04-30,2004,4,30,,22,,13.5,,17.8,,0.2,,0,,2.8,,0,,2.8,,0,,,,,
43.78,-79.47,2004-05-01,2004,5,1,,21,,12,,16.5,,1.5,,0,,5.3,,0,,5.3,,0,,,,,
43.78,-79.47,2004-05-02,2004,5,2,,8,,5.5,,6.8,,11.2,,0,,13.8,,0,,13.8,,0,,,,,
43.78,-79.47,2004-05-03,2004,5,3,,9.5,,1,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-04,2004,5,4,,12.5,,-2,,5.3,,12.7,,0,,7,,0,,7,,0,,,,,
43.78,-79.47,2004-05-05,2004,5,5,,13,,6,,9.5,,8.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-06,2004,5,6,,20.5,,1.5,,11,,7,,0,,1.2,,0,,1.2,,0,,,,,
43.78,-79.47,2004-05-07,2004,5,7,,14.5,,7,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-08,2004,5,8,,9,,2,,5.5,,12.5,,0,,6.6,,0,T,6.6,,0,,,,,
43.78,-79.47,2004-05-09,2004,5,9,,15,,4,,9.5,,8.5,,0,,1.4,,0,,1.4,,0,,,,,
43.78,-79.47,2004-05-10,2004,5,10,,27,,9,,18,,0,,0,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2004-05-11,2004,5,11,,25,,14,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-12,2004,5,12,,28.5,,11,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-13,2004,5,13,,28.5,,13.5,,21,,0,,3,,1.6,,0,,1.6,,0,,,,,
43.78,-79.47,2004-05-14,2004,5,14,,27,,16,,21.5,,0,,3.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-05-15,2004,5,15,,13,,11,,12,,6,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-16,2004,5,16,,17.5,,2.5,,10,,8,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-17,2004,5,17,,22.5,,5,,13.8,,4.2,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-05-18,2004,5,18,,22.5,,14,,18.3,,0,,0.3,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-05-19,2004,5,19,,20.5,,8,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-20,2004,5,20,,24,,5.5,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-21,2004,5,21,,20.5,,14.5,,17.5,,0.5,,0,,3.5,,0,,3.5,,0,,,,,
43.78,-79.47,2004-05-22,2004,5,22,,15.5,,10.5,,13,,5,,0,,19.7,,0,,19.7,,0,,,,,
43.78,-79.47,2004-05-23,2004,5,23,,14,,9.5,,11.8,,6.2,,0,,19.5,,0,,19.5,,0,,,,,
43.78,-79.47,2004-05-24,2004,5,24,,19.5,,10,,14.8,,3.2,,0,,8,,0,,8,,0,,,,,
43.78,-79.47,2004-05-25,2004,5,25,,14.5,,10,,12.3,,5.7,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-05-26,2004,5,26,,21,,10.5,,15.8,,2.2,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-05-27,2004,5,27,,20.5,,4.5,,12.5,,5.5,,0,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2004-05-28,2004,5,28,,14.5,,11.5,,13,,5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-29,2004,5,29,,19,,1.5,,10.3,,7.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-30,2004,5,30,,21,,6.5,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-05-31,2004,5,31,,15,,11,,13,,5,,0,,5.2,,0,,5.2,,0,,,,,
43.78,-79.47,2004-06-01,2004,6,1,,23.5,,8.5,,16,,2,,0,,5.2,,0,,5.2,,0,,,,,
43.78,-79.47,2004-06-02,2004,6,2,,18.5,,12,,15.3,,2.7,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-06-03,2004,6,3,,18.5,,8,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-04,2004,6,4,,19.5,,5,,12.3,,5.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-05,2004,6,5,,22.5,,7,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-06,2004,6,6,,22,,9.5,,15.8,,2.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-07,2004,6,7,,28,,12.5,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-08,2004,6,8,,31.5,,14.5,,23,,0,,5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-09,2004,6,9,,31.5,,20.5,,26,,0,,8,,3.8,,0,,3.8,,0,,,,,
43.78,-79.47,2004-06-10,2004,6,10,,17.5,,13,,15.3,,2.7,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-06-11,2004,6,11,,21,,8.5,,14.8,,3.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-12,2004,6,12,,21.5,,5,,13.3,,4.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-13,2004,6,13,,23.5,,12,,17.8,,0.2,,0,,31.2,,0,,31.2,,0,,,,,
43.78,-79.47,2004-06-14,2004,6,14,,28,,17,,22.5,,0,,4.5,,14.2,,0,,14.2,,0,,,,,
43.78,-79.47,2004-06-15,2004,6,15,,25.5,,15.5,,20.5,,0,,2.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-16,2004,6,16,,26,,11,,18.5,,0,,0.5,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-06-17,2004,6,17,,22,,16,,19,,0,,1,,2.2,,0,,2.2,,0,,,,,
43.78,-79.47,2004-06-18,2004,6,18,,26,,15.5,,20.8,,0,,2.8,,1.6,,0,,1.6,,0,,,,,
43.78,-79.47,2004-06-19,2004,6,19,,17,,13,,15,,3,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-20,2004,6,20,,22.5,,6,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-21,2004,6,21,,24,,12,,18,,0,,0,,12.6,,0,,12.6,,0,,,,,
43.78,-79.47,2004-06-22,2004,6,22,,23,,14.5,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-23,2004,6,23,,23.5,,8.5,,16,,2,,0,,0.6,,0,,0.6,,0,,,,,
43.78,-79.47,2004-06-24,2004,6,24,,25.5,,14.5,,20,,0,,2,,4,,0,,4,,0,,,,,
43.78,-79.47,2004-06-25,2004,6,25,,18,,7.5,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-06-26,2004,6,26,,23,,7.5,,15.3,,2.7,,0,,1,,0,,1,,0,,,,,
43.78,-79.47,2004-06-27,2004,6,27,,22,,9,,15.5,,2.5,,0,,1,,0,,1,,0,,,,,
43.78,-79.47,2004-06-28,2004,6,28,,18.5,,11,,14.8,,3.2,,0,,0.8,,0,,0.8,,0,,,,,
43.78,-79.47,2004-06-29,2004,6,29,,23.5,,9,,16.3,,1.7,,0,,0.6,,0,,0.6,,0,,,,,
43.78,-79.47,2004-06-30,2004,6,30,,24.5,,8.5,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-01,2004,7,1,,29,,13.5,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-02,2004,7,2,,25,,12,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-03,2004,7,3,,28,,11,,19.5,,0,,1.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-07-04,2004,7,4,,27.5,,16,,21.8,,0,,3.8,,23.8,,0,,23.8,,0,,,,,
43.78,-79.47,2004-07-05,2004,7,5,,22,,18,,20,,0,,2,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-07-06,2004,7,6,,23.5,,12,,17.8,,0.2,,0,,9,,0,,9,,0,,,,,
43.78,-79.47,2004-07-07,2004,7,7,,25.5,,15,,20.3,,0,,2.3,,14.2,,0,,14.2,,0,,,,,
43.78,-79.47,2004-07-08,2004,7,8,,21,E,16.5,,18.8,E,0,E,0.8,E,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-07-09,2004,7,9,,24.5,,14,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-10,2004,7,10,,26.5,,15.5,,21,,0,,3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-11,2004,7,11,,28,,13.5,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-12,2004,7,12,,28,,17.5,,22.8,,0,,4.8,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-07-13,2004,7,13,,26.5,,19.5,,23,,0,,5,,13,,0,,13,,0,,,,,
43.78,-79.47,2004-07-14,2004,7,14,,24.5,,17.5,,21,,0,,3,,0.8,,0,,0.8,,0,,,,,
43.78,-79.47,2004-07-15,2004,7,15,,19.5,,16,,17.8,,0.2,,0,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2004-07-16,2004,7,16,,28,,17,,22.5,,0,,4.5,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-07-17,2004,7,17,,28,,15,,21.5,,0,,3.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-18,2004,7,18,,26.5,,17,E,21.8,E,0,E,3.8,E,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-19,2004,7,19,,25,,17,,21,,0,,3,,4.2,,0,,4.2,,0,,,,,
43.78,-79.47,2004-07-20,2004,7,20,,26,,15,,20.5,,0,,2.5,,53.8,,0,,53.8,,0,,,,,
43.78,-79.47,2004-07-21,2004,7,21,,30,,16.5,,23.3,,0,,5.3,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2004-07-22,2004,7,22,,30.5,,22,,26.3,,0,,8.3,,2.6,,0,,2.6,,0,,,,,
43.78,-79.47,2004-07-23,2004,7,23,,21,,17.5,,19.3,,0,,1.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-24,2004,7,24,,22,,10.5,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-25,2004,7,25,,23,,14.5,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-26,2004,7,26,,23,,10.5,,16.8,,1.2,,0,,9.2,,0,,9.2,,0,,,,,
43.78,-79.47,2004-07-27,2004,7,27,,18,,14.5,,16.3,,1.7,,0,,2.2,,0,,2.2,,0,,,,,
43.78,-79.47,2004-07-28,2004,7,28,,25.5,,17,,21.3,,0,,3.3,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2004-07-29,2004,7,29,,27,,13,,20,,0,,2,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-07-30,2004,7,30,,26.5,,18,,22.3,,0,,4.3,,14.6,,0,,14.6,,0,,,,,
43.78,-79.47,2004-07-31,2004,7,31,,28,,17,,22.5,,0,,4.5,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-08-01,2004,8,1,,28,,16,,22,,0,,4,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-02,2004,8,2,,28.5,,15.5,,22,,0,,4,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-08-03,2004,8,3,,28.5,,18.5,,23.5,,0,,5.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-08-04,2004,8,4,,23.5,,18.5,,21,,0,,3,,3,,0,,3,,0,,,,,
43.78,-79.47,2004-08-05,2004,8,5,,19.5,,13,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-06,2004,8,6,,20.5,,10.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-07,2004,8,7,,22,,10.5,,16.3,,1.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-08,2004,8,8,,26,,11,,18.5,,0,,0.5,,4.4,,0,,4.4,,0,,,,,
43.78,-79.47,2004-08-09,2004,8,9,,26.5,,10.5,,18.5,,0,,0.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-08-10,2004,8,10,,26.5,,19.5,,23,,0,,5,,12.6,,0,,12.6,,0,,,,,
43.78,-79.47,2004-08-11,2004,8,11,,23,,15,,19,,0,,1,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-12,2004,8,12,,20.5,,13,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-13,2004,8,13,,18.5,,12,,15.3,,2.7,,0,,4.2,,0,,4.2,,0,,,,,
43.78,-79.47,2004-08-14,2004,8,14,,22.5,,12.5,,17.5,,0.5,,0,,0.8,,0,,0.8,,0,,,,,
43.78,-79.47,2004-08-15,2004,8,15,,22.5,,13,,17.8,,0.2,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-08-16,2004,8,16,,25,,10,,17.5,,0.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-17,2004,8,17,,24,,10,,17,,1,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-08-18,2004,8,18,,25.5,,16.5,,21,,0,,3,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-08-19,2004,8,19,,23.5,,17,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-20,2004,8,20,,20,,9,,14.5,,3.5,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2004-08-21,2004,8,21,,21,,10,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-22,2004,8,22,,23,,5.5,,14.3,,3.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-23,2004,8,23,,25,,14,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-24,2004,8,24,,20.5,,10.5,,15.5,,2.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2004-08-25,2004,8,25,,28,,16,,22,,0,,4,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2004-08-26,2004,8,26,,25.5,,20,,22.8,,0,,4.8,,2,,0,,2,,0,,,,,
43.78,-79.47,2004-08-27,2004,8,27,,28,,21,,24.5,,0,,6.5,,16.4,,0,,16.4,,0,,,,,
43.78,-79.47,2004-08-28,2004,8,28,,27.5,,20,,23.8,,0,,5.8,,8,,0,,8,,0,,,,,
43.78,-79.47,2004-08-29,2004,8,29,,20.5,,17,,18.8,,0,,0.8,,20.6,,0,,20.6,,0,,,,,
