Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpz2jxh5,43.63272,-79.5575,43.63289,-79.55715,43.63278,-79.55723,Toronto,,Ontario,Canada,CA-ON,0.3733,0.3333,459,0.0241,0.2785,0.2785,0.0482,0.1513,0.2194,2019-01-04,2.0
dpz80x05,43.63272,-79.43115,43.63289,-79.43081,43.63287,-79.43094,Toronto,,Ontario,Canada,CA-ON,0.3881,0.045,1601,0.0382,0.1589,0.1884,0.1427,0.1408,0.331,2019-01-04,2.0
dpz9hfh1,43.78069,-79.23889,43.78086,-79.23855,43.78076,-79.23868,Toronto,,Ontario,Canada,CA-ON,0.6814,0.0665,5082,0.0417,0.2273,0.2694,0.0762,0.1517,0.2337,2019-01-04,2.0
dpz95609,43.78069,-79.30962,43.78086,-79.30927,43.78085,-79.30947,Toronto,,Ontario,Canada,CA-ON,0.2275,0.1148,61,0.0164,0.2787,0.3443,0.0328,0.0492,0.2786,2019-01-04,2.0
dpz95f11,43.78069,-79.28696,43.78086,-79.28661,43.78076,-79.28689,Toronto,,Ontario,Canada,CA-ON,0.3767,0.0072,6567,0.0725,0.1969,0.2653,0.0393,0.2091,0.2169,2019-01-04,2.0
dpz9164c,43.78069,-79.39442,43.78086,-79.39407,43.78075,-79.39414,Toronto,,Ontario,Canada,CA-ON,0.3002,0.0682,44,0.0233,0.5581,0.1628,0.0,0.0698,0.186,2019-01-04,2.0
dpz916p9,43.78069,-79.38789,43.78086,-79.38755,43.7807,-79.38763,Toronto,,Ontario,Canada,CA-ON,0.6538,0.12,25,0.0,0.44,0.16,0.12,0.0,0.28,2019-01-04,2.0
dpz9jdj1,43.78069,-79.20456,43.78086,-79.20422,43.78077,-79.20428,Toronto,,Ontario,Canada,CA-ON,0.4028,0.3676,68,0.0,0.2576,0.3485,0.0152,0.2424,0.1363,2019-01-04,2.0
dpz91611,43.78069,-79.39682,43.78086,-79.39648,43.78076,-79.39652,Toronto,,Ontario,Canada,CA-ON,0.7223,0.0513,39,0.0256,0.4103,0.2308,0.0769,0.0513,0.2051,2019-01-04,2.0
dpz944n9,43.78069,-79.35631,43.78086,-79.35596,43.78077,-79.35608,Toronto,,Ontario,Canada,CA-ON,0.4472,0.3165,158,0.0065,0.6258,0.1742,0.0194,0.0387,0.1354,2019-01-04,2.0
dpz94d41,43.78069,-79.34052,43.78086,-79.34017,43.78078,-79.34031,Toronto,,Ontario,Canada,CA-ON,0.4312,0.0017,45348,0.033,0.1564,0.2915,0.0654,0.2294,0.2243,2019-01-04,2.0
dpz8sqsx,43.71855,-79.26018,43.71872,-79.25983,43.71862,-79.26009,Toronto,,Ontario,Canada,CA-ON,0.2473,0.0604,149,0.0336,0.3624,0.3356,0.0201,0.0201,0.2282,2019-01-04,2.0
dpz89qtz,43.71855,-79.3903,43.71872,-79.38995,43.71869,-79.39018,Toronto,,Ontario,Canada,CA-ON,0.5826,0.0178,1234,0.0155,0.2863,0.2186,0.0799,0.0489,0.3508,2019-01-04,2.0
dpz2wnwx,43.71855,-79.53209,43.71872,-79.53175,43.71863,-79.532,Toronto,,Ontario,Canada,CA-ON,0.5424,0.0636,330,0.0091,0.1646,0.2622,0.0213,0.2835,0.2593,2019-01-04,2.0
dpz2ww8z,43.71855,-79.51801,43.71872,-79.51767,43.71863,-79.51776,Toronto,,Ontario,Canada,CA-ON,0.3125,0.1961,51,0.1961,0.2745,0.1569,0.0196,0.0392,0.3137,2019-01-04,2.0
dpz8eqsz,43.71855,-79.30378,43.71872,-79.30344,43.71864,-79.30358,Toronto,,Ontario,Canada,CA-ON,0.8164,0.6286,70,0.0,0.3188,0.1304,0.0145,0.029,0.5073,2019-01-04,2.0
dpz2xq9p,43.71855,-79.48471,43.71872,-79.48437,43.71869,-79.48456,Toronto,,Ontario,Canada,CA-ON,0.4546,0.1154,26,0.0,0.1154,0.0,0.0,0.6154,0.2692,2019-01-04,2.0
dpz2xqsp,43.71855,-79.48059,43.71872,-79.48025,43.71864,-79.4803,Toronto,,Ontario,Canada,CA-ON,0.3183,0.0264,8290,0.0291,0.161,0.2576,0.0921,0.1578,0.3024,2019-01-04,2.0
dpz89ysr,43.71855,-79.37038,43.71872,-79.37004,43.71865,-79.37028,Toronto,,Ontario,Canada,CA-ON,0.559,0.179,162,0.0,0.3519,0.1728,0.1296,0.1852,0.1605,2019-01-04,2.0
dpz2wq8x,43.71855,-79.52934,43.71872,-79.529,43.71864,-79.52931,Toronto,,Ontario,Canada,CA-ON,0.358,0.1364,66,0.0152,0.3636,0.1818,0.0,0.1364,0.303,2019-01-04,2.0
dpz2swsr,43.71855,-79.6011,43.71872,-79.60075,43.71866,-79.60091,Toronto,,Ontario,Canada,CA-ON,0.7001,0.0112,12220,0.0119,0.1074,0.1813,0.0577,0.3731,0.2686,2019-01-04,2.0
dpz2wywx,43.71855,-79.49913,43.71872,-79.49879,43.71867,-79.49898,Toronto,,Ontario,Canada,CA-ON,0.3078,0.0024,25999,0.028,0.1329,0.2261,0.0534,0.3246,0.235,2019-01-04,2.0
dpz89nwr,43.71855,-79.4006,43.71872,-79.40025,43.71871,-79.40042,Toronto,,Ontario,Canada,CA-ON,0.0328,0.0714,14,0.0,0.0,0.2857,0.2857,0.0714,0.3572,2019-01-04,2.0
dpz978ku,43.81554,-79.29279,43.81571,-79.29245,43.81563,-79.29268,Toronto,,Ontario,Canada,CA-ON,1.0191,0.0626,5236,0.0148,0.4133,0.1958,0.0362,0.1732,0.1667,2019-01-04,2.0
dpz96bqk,43.81554,-79.32369,43.81571,-79.32335,43.81562,-79.32351,Toronto,,Ontario,Canada,CA-ON,0.2378,0.1237,194,0.026,0.2083,0.3438,0.0573,0.0625,0.3021,2019-01-04,2.0
dpz9707h,43.81554,-79.31717,43.81571,-79.31683,43.81569,-79.31698,Toronto,,Ontario,Canada,CA-ON,0.3244,0.1333,90,0.0111,0.3222,0.2889,0.0556,0.0222,0.3,2019-01-04,2.0
dpz970ru,43.81554,-79.31065,43.81571,-79.3103,43.81563,-79.31047,Toronto,,Ontario,Canada,CA-ON,0.556,0.1839,87,0.0,0.5862,0.2759,0.023,0.0115,0.1034,2019-01-04,2.0
dpz8372t,43.65641,-79.39751,43.65658,-79.39716,43.65651,-79.39738,Toronto,,Ontario,Canada,CA-ON,0.5054,0.425,1854,0.0163,0.2389,0.1178,0.0494,0.0608,0.5168,2019-01-04,2.0
dpz2r53t,43.65641,-79.49501,43.65658,-79.49467,43.65654,-79.49497,Toronto,,Ontario,Canada,CA-ON,0.5539,0.0619,113,0.0088,0.3009,0.1947,0.0088,0.2478,0.239,2019-01-04,2.0
dpz2rgrm,43.65641,-79.45415,43.65658,-79.45381,43.65654,-79.45397,Toronto,,Ontario,Canada,CA-ON,0.1738,0.1053,19,0.0526,0.2105,0.4211,0.1053,0.0,0.2105,2019-01-04,2.0
dpz865rt,43.65641,-79.35493,43.65658,-79.35459,43.65646,-79.35474,Toronto,,Ontario,Canada,CA-ON,0.3787,0.0625,48,0.0,0.1667,0.1667,0.0625,0.125,0.4791,2019-01-04,2.0
dpz2me3j,43.65641,-79.56161,43.65658,-79.56127,43.65653,-79.56151,Toronto,,Ontario,Canada,CA-ON,0.2506,0.3187,91,0.011,0.2637,0.1099,0.022,0.4396,0.1538,2019-01-04,2.0
dpz83g6j,43.65641,-79.37347,43.65658,-79.37313,43.6565,-79.37317,Toronto,,Ontario,Canada,CA-ON,0.8967,0.0984,122,0.0336,0.3025,0.0924,0.0672,0.042,0.4623,2019-01-04,2.0
dpz2m77t,43.65641,-79.56917,43.65658,-79.56882,43.65649,-79.56906,Toronto,,Ontario,Canada,CA-ON,0.3435,0.0029,39690,0.0209,0.12,0.1892,0.0555,0.3732,0.2412,2019-01-04,2.0
dpz8672t,43.65641,-79.35356,43.65658,-79.35322,43.65652,-79.35344,Toronto,,Ontario,Canada,CA-ON,0.4136,0.0025,9642,0.0313,0.1985,0.1798,0.1774,0.0931,0.3199,2019-01-04,2.0
dpz8sp7s,43.72215,-79.27254,43.72232,-79.27219,43.72218,-79.27234,Toronto,,Ontario,Canada,CA-ON,0.2991,0.0124,161,0.0375,0.2,0.4125,0.0313,0.05,0.2687,2019-01-04,2.0
dpz2tz7s,43.72215,-79.5472,43.72232,-79.54685,43.72223,-79.54707,Toronto,,Ontario,Canada,CA-ON,0.4411,0.0235,10481,0.0245,0.2082,0.2661,0.0522,0.1043,0.3447,2019-01-04,2.0
dpz2wzkh,43.72215,-79.50256,43.72232,-79.50222,43.72219,-79.50235,Toronto,,Ontario,Canada,CA-ON,0.6334,0.0073,3577,0.0549,0.2114,0.2221,0.0402,0.141,0.3304,2019-01-04,2.0
dpz89xmu,43.72215,-79.37931,43.72232,-79.37897,43.72225,-79.37915,Toronto,,Ontario,Canada,CA-ON,0.8332,0.0261,8433,0.0373,0.2313,0.2719,0.084,0.106,0.2695,2019-01-04,2.0
dpz8erks,43.72215,-79.30412,43.72232,-79.30378,43.72232,-79.30381,Toronto,,Ontario,Canada,CA-ON,0.4281,0.0122,82,0.0488,0.3537,0.1829,0.0122,0.1463,0.2561,2019-01-04,2.0
dpz8ez3s,43.72215,-79.28627,43.72232,-79.28593,43.72218,-79.28612,Toronto,,Ontario,Canada,CA-ON,0.1243,0.0275,218,0.055,0.2706,0.367,0.0917,0.1147,0.101,2019-01-04,2.0
dpz2tr3k,43.72215,-79.57226,43.72232,-79.57191,43.72222,-79.57204,Toronto,,Ontario,Canada,CA-ON,0.5266,0.5227,44,0.0,0.3864,0.1591,0.0227,0.3182,0.1136,2019-01-04,2.0
dpz89z7h,43.72215,-79.3721,43.72232,-79.37176,43.72227,-79.37187,Toronto,,Ontario,Canada,CA-ON,0.5774,0.3658,760,0.0,0.2964,0.2991,0.0145,0.1225,0.2675,2019-01-04,2.0
dpz8dxrs,43.72215,-79.33296,43.72232,-79.33262,43.72225,-79.33285,Toronto,,Ontario,Canada,CA-ON,0.3768,0.0413,4430,0.0349,0.15,0.2176,0.0767,0.2074,0.3134,2019-01-04,2.0
dpz2vvp4,43.7534,-79.54239,43.75357,-79.54205,43.75342,-79.54222,Toronto,,Ontario,Canada,CA-ON,0.983,0.2955,220,0.0138,0.1336,0.3502,0.0461,0.1106,0.3457,2019-01-04,2.0
dpz8uth4,43.7534,-79.24988,43.75357,-79.24953,43.75345,-79.24987,Toronto,,Ontario,Canada,CA-ON,0.6971,0.0211,95,0.0,0.1053,0.8421,0.0211,0.0,0.0315,2019-01-04,2.0
dpz8fm0f,43.7534,-79.35322,43.75357,-79.35287,43.75348,-79.35307,Toronto,,Ontario,Canada,CA-ON,0.1628,0.0926,54,0.0,0.2407,0.5,0.1667,0.0185,0.0741,2019-01-04,2.0
dpz8gj5d,43.7534,-79.31648,43.75357,-79.31614,43.75348,-79.31643,Toronto,,Ontario,Canada,CA-ON,0.2413,0.0608,148,0.0068,0.3311,0.1689,0.0405,0.1149,0.3378,2019-01-04,2.0
dpz2zv5d,43.7534,-79.4593,43.75357,-79.45896,43.75344,-79.45926,Toronto,,Ontario,Canada,CA-ON,0.3498,0.3831,261,0.0,0.0193,0.0193,0.0116,0.0232,0.9266,2019-01-04,2.0
dpz2yt06,43.7534,-79.5187,43.75357,-79.51836,43.7535,-79.51861,Toronto,,Ontario,Canada,CA-ON,0.279,0.1214,453,0.0022,0.2085,0.1614,0.0224,0.0561,0.5494,2019-01-04,2.0
dpz8bmn4,43.7534,-79.4339,43.75357,-79.43356,43.75354,-79.43388,Toronto,,Ontario,Canada,CA-ON,0.5769,0.0588,17,0.0,0.4706,0.2941,0.1765,0.0588,0.0,2019-01-04,2.0
dpz8gv0f,43.7534,-79.2873,43.75357,-79.28696,43.75345,-79.28723,Toronto,,Ontario,Canada,CA-ON,0.562,0.0021,5586,0.0732,0.2323,0.3021,0.043,0.1645,0.1849,2019-01-04,2.0
dpz8fjh6,43.7534,-79.3594,43.75357,-79.35905,43.75348,-79.35925,Toronto,,Ontario,Canada,CA-ON,0.348,0.2801,382,0.0997,0.4488,0.252,0.0105,0.0604,0.1286,2019-01-04,2.0
dpz2n8p5,43.59426,-79.50943,43.59444,-79.50909,43.59429,-79.50928,Toronto,,Ontario,Canada,CA-ON,0.4281,0.0625,16,0.0,0.1875,0.25,0.0,0.375,0.1875,2019-01-04,2.0
dpz2n245,43.59426,-79.52728,43.59444,-79.52694,43.59435,-79.52697,Toronto,,Ontario,Canada,CA-ON,0.1519,0.0113,266,0.0,0.5,0.1364,0.0189,0.1212,0.2235,2019-01-04,2.0
dpz9msey,43.83923,-79.20628,43.8394,-79.20593,43.83939,-79.20612,Toronto,,Ontario,Canada,CA-ON,1.6705,0.0022,465,0.0713,0.1814,0.6004,0.0302,0.0432,0.0735,2019-01-04,2.0
dpz8f7xw,43.74584,-79.34395,43.74601,-79.34361,43.74592,-79.34378,Toronto,,Ontario,Canada,CA-ON,0.5982,0.1572,159,0.0503,0.2327,0.2013,0.0629,0.4088,0.044,2019-01-04,2.0
dpz8ge8n,43.74584,-79.29932,43.74601,-79.29897,43.74593,-79.29902,Toronto,,Ontario,Canada,CA-ON,1.1487,0.0256,195,0.0155,0.3144,0.1959,0.0567,0.0515,0.366,2019-01-04,2.0
dpz8vedw,43.74584,-79.20799,43.74601,-79.20765,43.74593,-79.20784,Toronto,,Ontario,Canada,CA-ON,0.4928,0.0879,91,0.0,0.4396,0.3626,0.044,0.011,0.1428,2019-01-04,2.0
dpz8f5wq,43.74584,-79.35665,43.74601,-79.35631,43.74595,-79.35645,Toronto,,Ontario,Canada,CA-ON,0.435,0.0638,47,0.0,0.617,0.2553,0.0213,0.0426,0.0638,2019-01-04,2.0
dpz8c5xq,43.74584,-79.39922,43.74601,-79.39888,43.74586,-79.399,Toronto,,Ontario,Canada,CA-ON,0.7945,0.0485,103,0.0,0.3689,0.1553,0.0097,0.3689,0.0972,2019-01-04,2.0
dpz8v5ww,43.74584,-79.22447,43.74601,-79.22413,43.74599,-79.22447,Toronto,,Ontario,Canada,CA-ON,0.1569,0.0714,14,0.0714,0.3571,0.4286,0.0,0.0714,0.0715,2019-01-04,2.0
dpz8bg9n,43.74584,-79.41879,43.74601,-79.41845,43.74588,-79.4185,Toronto,,Ontario,Canada,CA-ON,0.3251,0.0033,20214,0.0416,0.1775,0.249,0.0753,0.2025,0.2541,2019-01-04,2.0
dpz8f7wn,43.74584,-79.34601,43.74601,-79.34566,43.74593,-79.34581,Toronto,,Ontario,Canada,CA-ON,0.3801,0.0138,6835,0.0424,0.2615,0.2649,0.058,0.1352,0.238,2019-01-04,2.0
dpz9h36h,43.77708,-79.26361,43.77726,-79.26327,43.7771,-79.2636,Toronto,,Ontario,Canada,CA-ON,0.416,0.087,23,0.0435,0.087,0.4783,0.0435,0.0435,0.3042,2019-01-04,2.0
dpz9437s,43.77708,-79.34944,43.77726,-79.3491,43.77716,-79.34921,Toronto,,Ontario,Canada,CA-ON,0.3945,0.1875,128,0.0,0.2778,0.4762,0.0397,0.0079,0.1984,2019-01-04,2.0
dpz9512u,43.77708,-79.32026,43.77726,-79.31992,43.77714,-79.3201,Toronto,,Ontario,Canada,CA-ON,0.2068,0.1489,47,0.0,0.5106,0.383,0.0,0.0,0.1064,2019-01-04,2.0
dpz9j1mh,43.77708,-79.22653,43.77726,-79.22619,43.77718,-79.22639,Toronto,,Ontario,Canada,CA-ON,0.3462,0.1195,226,0.0711,0.2489,0.36,0.1244,0.0756,0.12,2019-01-04,2.0
dpz9j36u,43.77708,-79.21864,43.77726,-79.21829,43.77724,-79.21848,Toronto,,Ontario,Canada,CA-ON,0.4358,0.0597,67,0.1194,0.2537,0.3433,0.0597,0.0746,0.1493,2019-01-04,2.0
dpz9j17s,43.77708,-79.22859,43.77726,-79.22825,43.77719,-79.22844,Toronto,,Ontario,Canada,CA-ON,0.3863,0.0135,4898,0.0394,0.2179,0.2974,0.0797,0.1342,0.2314,2019-01-04,2.0
dpz9036h,43.77708,-79.43939,43.77726,-79.43905,43.77719,-79.43929,Toronto,,Ontario,Canada,CA-ON,0.3608,0.0973,113,0.0088,0.3186,0.1858,0.0354,0.177,0.2744,2019-01-04,2.0
dpz9j1mu,43.77708,-79.2255,43.77726,-79.22516,43.7772,-79.22526,Toronto,,Ontario,Canada,CA-ON,0.3498,0.2143,14,0.0,0.6429,0.2143,0.0,0.0714,0.0714,2019-01-04,2.0
dpz909qh,43.77708,-79.42291,43.77726,-79.42257,43.77723,-79.42261,Toronto,,Ontario,Canada,CA-ON,0.194,0.0517,58,0.0172,0.2586,0.2069,0.0345,0.1724,0.3104,2019-01-04,2.0
dpz8e2rh,43.6837,-79.30069,43.68387,-79.30035,43.68385,-79.30054,Toronto,,Ontario,Canada,CA-ON,0.4309,0.1058,2448,0.0226,0.2485,0.2862,0.0834,0.0949,0.2644,2019-01-04,2.0
dpz890rs,43.6837,-79.39888,43.68387,-79.39854,43.68379,-79.39874,Toronto,,Ontario,Canada,CA-ON,0.4716,0.1676,1307,0.0345,0.214,0.1541,0.0475,0.066,0.4839,2019-01-04,2.0
dpz8s02k,43.6837,-79.277,43.68387,-79.27666,43.68377,-79.27677,Toronto,,Ontario,Canada,CA-ON,0.3144,0.0085,8541,0.0273,0.2069,0.3126,0.0951,0.1415,0.2166,2019-01-04,2.0
dpz89b7u,43.6837,-79.37107,43.68387,-79.37073,43.68382,-79.37086,Toronto,,Ontario,Canada,CA-ON,0.2098,0.0169,236,0.4913,0.2217,0.1087,0.0087,0.0174,0.1522,2019-01-04,2.0
dpz8d23h,43.6837,-79.35287,43.68387,-79.35253,43.6838,-79.35271,Toronto,,Ontario,Canada,CA-ON,0.2862,0.4,50,0.0,0.4,0.24,0.04,0.0,0.32,2019-01-04,2.0
dpz2t02k,43.6837,-79.58462,43.68387,-79.58427,43.68376,-79.58436,Toronto,,Ontario,Canada,CA-ON,0.7437,0.2143,28,0.0,0.2857,0.0714,0.0,0.5,0.1429,2019-01-04,2.0
dpz8e2mk,43.6837,-79.30309,43.68387,-79.30275,43.68376,-79.30301,Toronto,,Ontario,Canada,CA-ON,0.5115,0.0833,72,0.0556,0.3889,0.3333,0.0139,0.0139,0.1944,2019-01-04,2.0
dpz2t06h,43.6837,-79.58221,43.68387,-79.58187,43.68376,-79.58203,Toronto,,Ontario,Canada,CA-ON,0.3017,0.2802,232,0.013,0.4372,0.3593,0.0,0.026,0.1645,2019-01-04,2.0
dpz8e8ru,43.6837,-79.28867,43.68387,-79.28833,43.68379,-79.28845,Toronto,,Ontario,Canada,CA-ON,0.4239,0.0601,283,0.0035,0.4291,0.195,0.0709,0.1064,0.1951,2019-01-04,2.0
dpz2tbmh,43.6837,-79.54514,43.68387,-79.54479,43.68381,-79.545,Toronto,,Ontario,Canada,CA-ON,0.3143,0.0526,266,0.2331,0.1842,0.1917,0.0489,0.1767,0.1654,2019-01-04,2.0
dpz8dbqu,43.6837,-79.32301,43.68387,-79.32266,43.68377,-79.32279,Toronto,,Ontario,Canada,CA-ON,0.3116,0.2222,72,0.0139,0.3194,0.3194,0.0417,0.125,0.1806,2019-01-04,2.0
dpz8d0qk,43.6837,-79.35665,43.68387,-79.35631,43.68386,-79.35648,Toronto,,Ontario,Canada,CA-ON,0.4463,0.0455,44,0.0,0.1591,0.2727,0.0909,0.1591,0.3182,2019-01-04,2.0
dpz2w02k,43.6837,-79.54067,43.68387,-79.54033,43.68375,-79.54063,Toronto,,Ontario,Canada,CA-ON,0.4108,0.0024,3750,0.0359,0.1651,0.3185,0.0696,0.095,0.3159,2019-01-04,2.0
dpz8db7k,43.6837,-79.32781,43.68387,-79.32747,43.68378,-79.32764,Toronto,,Ontario,Canada,CA-ON,0.48,0.1183,279,0.0036,0.4122,0.1398,0.0466,0.0645,0.3333,2019-01-04,2.0
dpz2tb3u,43.6837,-79.5496,43.68387,-79.54926,43.6838,-79.54952,Toronto,,Ontario,Canada,CA-ON,0.3323,0.0649,77,0.0,0.2987,0.1688,0.026,0.3636,0.1429,2019-01-04,2.0
dpz8ebrh,43.6837,-79.27872,43.68387,-79.27837,43.68374,-79.27851,Toronto,,Ontario,Canada,CA-ON,0.3513,0.0949,137,0.0146,0.3942,0.2336,0.1387,0.1095,0.1094,2019-01-04,2.0
dpz8827k,43.6837,-79.43768,43.68387,-79.43733,43.68381,-79.43739,Toronto,,Ontario,Canada,CA-ON,0.3334,0.014,3652,0.0297,0.1607,0.2914,0.0666,0.0823,0.3693,2019-01-04,2.0
dpz2nv4d,43.62156,-79.50462,43.62173,-79.50428,43.62158,-79.50446,Toronto,,Ontario,Canada,CA-ON,0.7301,0.0099,403,0.0274,0.2065,0.194,0.0995,0.2363,0.2363,2019-01-04,2.0
dpz2nv4f,43.62156,-79.50428,43.62173,-79.50394,43.62163,-79.50415,Toronto,,Ontario,Canada,CA-ON,0.2833,0.0496,121,0.0083,0.2645,0.1157,0.0579,0.2893,0.2643,2019-01-04,2.0
dpz2pm4f,43.62156,-79.48231,43.62173,-79.48196,43.62166,-79.48214,Toronto,,Ontario,Canada,CA-ON,0.6101,0.0409,5771,0.0324,0.2442,0.1903,0.0495,0.0993,0.3843,2019-01-04,2.0
dpz2njhf,43.62156,-79.53449,43.62173,-79.53415,43.62166,-79.53427,Toronto,,Ontario,Canada,CA-ON,0.4823,0.1481,27,0.037,0.2593,0.1111,0.0,0.5185,0.0741,2019-01-04,2.0
dpz2jt46,43.62156,-79.5599,43.62173,-79.55956,43.6217,-79.55978,Toronto,,Ontario,Canada,CA-ON,0.8075,0.0455,22,0.0,0.4545,0.1364,0.0,0.0909,0.3182,2019-01-04,2.0
dpz2jt44,43.62156,-79.56024,43.62173,-79.5599,43.62165,-79.56014,Toronto,,Ontario,Canada,CA-ON,0.4987,0.0134,6255,0.0201,0.1142,0.1741,0.035,0.2336,0.423,2019-01-04,2.0
dpz2jvp6,43.62156,-79.54205,43.62173,-79.5417,43.62169,-79.54176,Toronto,,Ontario,Canada,CA-ON,0.5864,0.039,77,0.0,0.6234,0.1169,0.0519,0.0909,0.1169,2019-01-04,2.0
dpz8ce09,43.74224,-79.38652,43.74241,-79.38618,43.74237,-79.38649,Toronto,,Ontario,Canada,CA-ON,0.0686,0.069,29,0.069,0.2759,0.2069,0.069,0.2069,0.1723,2019-01-04,2.0
dpz8f5j9,43.74224,-79.35768,43.74241,-79.35734,43.74233,-79.35763,Toronto,,Ontario,Canada,CA-ON,0.3758,0.0028,4339,0.0369,0.2908,0.2542,0.0844,0.1259,0.2078,2019-01-04,2.0
dpz2uej9,43.74224,-79.59938,43.74241,-79.59904,43.74236,-79.59905,Toronto,,Ontario,Canada,CA-ON,0.8716,0.069,29,0.0,0.069,0.2759,0.0,0.5517,0.1034,2019-01-04,2.0
dpz8cg53,43.74224,-79.37176,43.74241,-79.37141,43.74234,-79.37165,Toronto,,Ontario,Canada,CA-ON,0.2841,0.16,25,0.0,0.4167,0.375,0.0,0.0,0.2083,2019-01-04,2.0
dpz8v5p1,43.74224,-79.22379,43.74241,-79.22344,43.74227,-79.22354,Toronto,,Ontario,Canada,CA-ON,0.718,0.0221,1403,0.0429,0.208,0.3167,0.0658,0.1251,0.2415,2019-01-04,2.0
dpz8b7h3,43.74224,-79.4363,43.74241,-79.43596,43.74232,-79.43611,Toronto,,Ontario,Canada,CA-ON,0.3762,0.23,100,0.0,0.4227,0.1649,0.0,0.3196,0.0928,2019-01-04,2.0
dpz8vg0c,43.74224,-79.19941,43.74241,-79.19907,43.74231,-79.19919,Toronto,,Ontario,Canada,CA-ON,0.3544,0.032,125,0.008,0.488,0.376,0.016,0.032,0.08,2019-01-04,2.0
dpz8v549,43.74224,-79.22997,43.74241,-79.22962,43.74231,-79.22974,Toronto,,Ontario,Canada,CA-ON,0.4535,0.2104,1255,0.0168,0.3328,0.3376,0.0456,0.0624,0.2048,2019-01-04,2.0
dpz2q6p3,43.64885,-79.52007,43.64902,-79.51973,43.64894,-79.51996,Toronto,,Ontario,Canada,CA-ON,0.3237,0.0979,143,0.028,0.6503,0.049,0.0,0.014,0.2587,2019-01-04,2.0
dpz83fpc,43.64885,-79.36558,43.64902,-79.36523,43.64899,-79.3655,Toronto,,Ontario,Canada,CA-ON,0.2996,0.1287,101,0.0202,0.404,0.1212,0.0404,0.0303,0.3839,2019-01-04,2.0
dpz2rfh3,43.64885,-79.45827,43.64902,-79.45793,43.64895,-79.45795,Toronto,,Ontario,Canada,CA-ON,0.3741,0.0385,1351,0.0379,0.1538,0.2719,0.0795,0.0825,0.3744,2019-01-04,2.0
dpz2qd51,43.64885,-79.51492,43.64902,-79.51458,43.64896,-79.51462,Toronto,,Ontario,Canada,CA-ON,0.4451,0.0855,152,0.0199,0.2252,0.2318,0.0464,0.2384,0.2383,2019-01-04,2.0
dpz83p9r,43.6801,-79.40746,43.68027,-79.40712,43.68017,-79.40736,Toronto,,Ontario,Canada,CA-ON,0.4774,0.1,80,0.0125,0.325,0.1125,0.075,0.1125,0.3625,2019-01-04,2.0
dpz87pxp,43.6801,-79.31168,43.68027,-79.31133,43.68011,-79.31164,Toronto,,Ontario,Canada,CA-ON,0.51,0.0769,13,0.0,0.3077,0.0769,0.2308,0.1538,0.2308,2019-01-04,2.0
dpz2mx9p,43.6801,-79.56161,43.68027,-79.56127,43.68017,-79.56128,Toronto,,Ontario,Canada,CA-ON,0.6816,0.04,50,0.0,0.3,0.06,0.02,0.52,0.1,2019-01-04,2.0
dpz86x9z,43.6801,-79.34086,43.68027,-79.34052,43.68016,-79.34073,Toronto,,Ontario,Canada,CA-ON,0.3593,0.1553,264,0.019,0.2966,0.1749,0.0228,0.0951,0.3916,2019-01-04,2.0
dpz2rxer,43.6801,-79.47063,43.68027,-79.47029,43.68012,-79.47046,Toronto,,Ontario,Canada,CA-ON,0.402,0.3197,122,0.0083,0.1322,0.2314,0.0165,0.3471,0.2645,2019-01-04,2.0
dpz2kzdz,43.6801,-79.59217,43.68027,-79.59183,43.68015,-79.59203,Toronto,,Ontario,Canada,CA-ON,0.4254,0.0952,399,0.0226,0.1028,0.3559,0.0075,0.0201,0.4911,2019-01-04,2.0
dpz86xtz,43.6801,-79.33537,43.68027,-79.33502,43.68017,-79.33508,Toronto,,Ontario,Canada,CA-ON,0.2791,0.1098,173,0.0058,0.2326,0.3023,0.0814,0.0756,0.3023,2019-01-04,2.0
dpz86z8z,43.6801,-79.33125,43.68027,-79.3309,43.68026,-79.33121,Toronto,,Ontario,Canada,CA-ON,0.2312,0.0625,160,0.0063,0.5157,0.1887,0.0314,0.044,0.2139,2019-01-04,2.0
dpxryn8z,43.58671,-79.53999,43.58688,-79.53964,43.58683,-79.53992,Toronto,,Ontario,Canada,CA-ON,1.1474,0.087,23,0.0435,0.2609,0.1304,0.0,0.3913,0.1739,2019-01-04,2.0
dpz2nh7t,43.61795,-79.53621,43.61813,-79.53587,43.61804,-79.53592,Toronto,,Ontario,Canada,CA-ON,0.2021,0.0067,598,0.0305,0.6041,0.1168,0.0068,0.0169,0.2249,2019-01-04,2.0
dpz2ns7m,43.61795,-79.51458,43.61813,-79.51424,43.61799,-79.51436,Toronto,,Ontario,Canada,CA-ON,0.3499,0.006,5127,0.027,0.1811,0.3102,0.0824,0.1858,0.2135,2019-01-04,2.0
dpz2pkmj,43.61795,-79.47922,43.61813,-79.47887,43.61806,-79.47911,Toronto,,Ontario,Canada,CA-ON,0.4108,0.3077,26,0.0,0.1154,0.1154,0.2692,0.1154,0.3846,2019-01-04,2.0
